eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,target1,natlty1_txt,gname,weaptype1,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,ishostkid,nhostkid,ransom,addnotes,scite1,dbsource
200000000221,2017,2,20,0,110,Kenya,11,Sub-Saharan Africa,Coast,Mombasa,-3.766947911842705,39.68976104731127,1,0,"Mombasa, Kenya","Hostage Taking (Kidnapping) attack in Mombasa, Coast province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),13,Government (General),Private Citizens & Property in Mombasa,Kenya,Al-Shabaab,6,Explosives,3,0,0,8,0,0,1,2,1,7,0,,News Source,START
200000000222,2015,8,11,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Wajir,1.99650333935699,40.12708869533974,1,0,"Wajir, Kenya","Hijacking attack in Wajir, North Eastern province",1,1,1,0,0,1,0,5,Hijacking,14,Tourists,Educational Institution in Wajir,Kenya,Sabaot Land Defence Force,13,Incendiary,0,0,0,0,0,0,1,4,0,0,0,,News Source,START
200000000223,2024,7,24,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.7983295714988927,35.24880571051585,1,0,"Eldoret, Kenya","Hostage Taking (Kidnapping) attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),14,Military,Utilities in Eldoret,Kenya,Mungiki,5,Melee,0,0,0,4,0,0,1,4,1,9,0,,News Source,START
200000000224,2022,11,2,0,110,Kenya,11,Sub-Saharan Africa,Coast,Mombasa,-3.778069927598634,39.41309272311698,1,0,"Mombasa, Kenya","Bombing/Explosion attack in Mombasa, Coast province",1,1,1,0,0,1,0,3,Bombing/Explosion,5,NGO,Journalists & Media in Mombasa,Kenya,Sabaot Land Defence Force,8,Melee,0,0,0,0,0,0,0,4,0,0,0,,News Source,START
200000000225,2014,8,24,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,4.221823966287852,41.66906925038557,1,0,"Mandera, Kenya","Hostage Taking (Kidnapping) attack in Mandera, North Eastern province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),18,Religious Figures/Institutions,Journalists & Media in Mandera,Kenya,Mungiki,8,Explosives,1,0,0,0,0,0,1,3,1,4,0,,News Source,START
200000000226,2009,10,8,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.4900504343281738,35.15367808082569,1,0,"Eldoret, Kenya","Armed Assault attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,1,Armed Assault,10,Private Citizens & Property,Journalists & Media in Eldoret,Kenya,Unknown,9,Unknown,0,0,0,0,0,0,0,2,0,0,0,,News Source,START
200000000227,2022,12,8,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.0526884133737422,36.74008035757463,1,0,"Nairobi, Kenya","Unarmed Assault attack in Nairobi, Nairobi province",1,1,1,0,0,0,0,8,Unarmed Assault,18,NGO,Utilities in Nairobi,Kenya,Sabaot Land Defence Force,6,Incendiary,2,0,0,22,0,0,1,1,0,0,0,,News Source,START
200000000228,2006,2,16,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,0.0885137833930177,34.76778902827379,1,0,"Kisumu, Kenya","Facility/Infrastructure Attack attack in Kisumu, Nyanza province",1,1,1,0,0,1,0,4,Facility/Infrastructure Attack,14,Religious Figures/Institutions,Military in Kisumu,Kenya,Sabaot Land Defence Force,7,Firearms,2,0,0,11,0,0,1,3,0,0,0,,News Source,START
200000000229,2009,6,24,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,3.998910589524167,41.91296840427783,1,0,"Mandera, Kenya","Armed Assault attack in Mandera, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,6,Police,Transportation in Mandera,Kenya,Mungiki,11,Melee,2,0,0,11,0,0,1,3,0,0,0,,News Source,START
200000000230,2008,4,25,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,-0.24425159208919328,34.46209203445678,1,0,"Kisumu, Kenya","Armed Assault attack in Kisumu, Nyanza province",1,1,1,0,0,1,0,1,Armed Assault,18,Business,Military in Kisumu,Kenya,Sabaot Land Defence Force,13,Firearms,0,0,0,1,0,0,0,1,0,0,0,,News Source,START
200000000231,2004,1,24,0,110,Kenya,11,Sub-Saharan Africa,Coast,Mombasa,-3.872012412718976,39.72216872968109,1,0,"Mombasa, Kenya","Armed Assault attack in Mombasa, Coast province",1,1,1,0,0,0,0,1,Armed Assault,16,Educational Institution,Government (General) in Mombasa,Kenya,Unknown,2,Firearms,8,0,0,12,0,0,1,1,0,0,0,,News Source,START
200000000232,2021,2,13,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.44725154552426405,39.70917748432472,1,0,"Garissa, Kenya","Armed Assault attack in Garissa, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,10,Utilities,Private Citizens & Property in Garissa,Kenya,Mungiki,4,Firearms,0,0,0,0,0,0,1,1,0,0,0,,News Source,START
200000000233,2018,1,12,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.4741904749426323,39.804128628669346,1,0,"Garissa, Kenya","Hostage Taking (Kidnapping) attack in Garissa, North Eastern province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),8,Journalists & Media,Tourists in Garissa,Kenya,Unknown,12,Firearms,0,0,0,0,0,0,1,2,1,2,0,,News Source,START
200000000234,2014,7,11,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,0.1552868303270124,34.69409351078519,1,0,"Kisumu, Kenya","Hostage Taking (Kidnapping) attack in Kisumu, Nyanza province",1,1,1,0,0,0,0,7,Hostage Taking (Kidnapping),5,Police,Religious Figures/Institutions in Kisumu,Kenya,Sabaot Land Defence Force,9,Firearms,0,0,0,4,0,0,0,3,1,7,0,,News Source,START
200000000235,2020,5,19,0,110,Kenya,11,Sub-Saharan Africa,Coast,Mombasa,-4.152970179845447,39.87706554100938,1,0,"Mombasa, Kenya","Facility/Infrastructure Attack attack in Mombasa, Coast province",1,1,1,0,0,1,0,4,Facility/Infrastructure Attack,19,Military,Military in Mombasa,Kenya,Unknown,10,Firearms,0,0,0,5,0,0,0,2,0,0,0,,News Source,START
200000000236,2016,4,26,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.2996531438660892,35.15769792109786,1,0,"Eldoret, Kenya","Bombing/Explosion attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,3,Bombing/Explosion,16,Journalists & Media,Business in Eldoret,Kenya,Mungiki,12,Explosives,1,0,0,1,0,0,1,4,0,0,0,,News Source,START
200000000237,2012,8,12,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,-0.1196238485391599,34.8588481795822,1,0,"Kisumu, Kenya","Armed Assault attack in Kisumu, Nyanza province",1,1,1,0,0,1,0,1,Armed Assault,8,Transportation,Police in Kisumu,Kenya,Mungiki,8,Unknown,1,0,0,1,0,0,0,3,0,0,0,,News Source,START
200000000238,2019,1,15,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.21626229112089673,39.88560515843215,1,0,"Garissa, Kenya","Armed Assault attack in Garissa, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,16,Business,Religious Figures/Institutions in Garissa,Kenya,Al-Shabaab,2,Incendiary,1,0,0,10,0,0,0,1,0,0,0,,News Source,START
200000000239,2023,1,20,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Wajir,1.529353674847254,40.19762987848152,1,0,"Wajir, Kenya","Armed Assault attack in Wajir, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,5,Religious Figures/Institutions,Business in Wajir,Kenya,Mungiki,12,Melee,0,0,0,14,0,0,1,1,0,0,0,,News Source,START
200000000240,2006,6,8,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,-0.2498373368457823,34.92969299614632,1,0,"Kisumu, Kenya","Facility/Infrastructure Attack attack in Kisumu, Nyanza province",1,1,1,0,0,0,0,4,Facility/Infrastructure Attack,21,Educational Institution,Private Citizens & Property in Kisumu,Kenya,Sabaot Land Defence Force,11,Unknown,2,0,0,0,0,0,1,1,0,0,0,,News Source,START
200000000241,2012,11,16,0,110,Kenya,11,Sub-Saharan Africa,Coast,Mombasa,-4.2815409946749705,39.47171432616781,1,0,"Mombasa, Kenya","Hostage Taking (Barricade Incident) attack in Mombasa, Coast province",1,1,1,0,0,1,0,6,Hostage Taking (Barricade Incident),22,Utilities,Transportation in Mombasa,Kenya,Unknown,9,Explosives,0,0,0,3,0,0,0,3,1,1,0,,News Source,START
200000000242,2023,9,12,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.2398209473933464,36.73272524818962,1,0,"Nairobi, Kenya","Bombing/Explosion attack in Nairobi, Nairobi province",1,1,1,0,0,1,0,3,Bombing/Explosion,6,Police,Journalists & Media in Nairobi,Kenya,Unknown,1,Firearms,0,0,0,1,0,0,1,1,0,0,0,,News Source,START
200000000243,2020,6,17,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.6993434433362145,35.46397416644938,1,0,"Eldoret, Kenya","Bombing/Explosion attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,3,Bombing/Explosion,21,Journalists & Media,Police in Eldoret,Kenya,Sabaot Land Defence Force,6,Unknown,0,0,0,0,0,0,1,1,0,0,0,,News Source,START
200000000244,2005,10,15,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.3693341300151256,41.158861101305874,1,0,"Lamu, Kenya","Bombing/Explosion attack in Lamu, Coast province",1,1,1,0,0,1,0,3,Bombing/Explosion,12,Educational Institution,Police in Lamu,Kenya,Mungiki,11,Melee,0,0,0,4,0,0,1,3,0,0,0,,News Source,START
200000000245,2022,4,4,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.6003981757420536,39.403624590927876,1,0,"Garissa, Kenya","Bombing/Explosion attack in Garissa, North Eastern province",1,1,1,0,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Military in Garissa,Kenya,Sabaot Land Defence Force,11,Melee,5,0,0,2,0,0,1,4,0,0,0,,News Source,START
200000000246,2016,10,28,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.7891708053516602,35.10206760254725,1,0,"Eldoret, Kenya","Unarmed Assault attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,8,Unarmed Assault,12,Police,Educational Institution in Eldoret,Kenya,Unknown,13,Firearms,0,0,0,6,0,0,0,2,0,0,0,,News Source,START
200000000247,2013,6,18,0,110,Kenya,11,Sub-Saharan Africa,Coast,Mombasa,-3.843742170655463,39.69237791907418,1,0,"Mombasa, Kenya","Facility/Infrastructure Attack attack in Mombasa, Coast province",1,1,1,0,0,1,0,4,Facility/Infrastructure Attack,14,Utilities,Military in Mombasa,Kenya,Al-Shabaab,7,Explosives,3,0,0,0,0,0,1,4,0,0,0,,News Source,START
200000000248,2012,5,10,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,4.054617066862049,41.76160748461703,1,0,"Mandera, Kenya","Armed Assault attack in Mandera, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,19,Private Citizens & Property,Religious Figures/Institutions in Mandera,Kenya,Sabaot Land Defence Force,6,Incendiary,2,0,0,6,0,0,1,4,0,0,0,,News Source,START
200000000249,2019,7,11,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.155772665755523,40.674232547273455,1,0,"Lamu, Kenya","Unknown attack in Lamu, Coast province",1,1,1,0,0,1,0,9,Unknown,10,Police,Private Citizens & Property in Lamu,Kenya,Mungiki,4,Firearms,0,0,0,5,0,0,0,1,0,0,0,,News Source,START
200000000250,2019,9,10,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Wajir,1.5428749408593005,39.958673963786744,1,0,"Wajir, Kenya","Hostage Taking (Barricade Incident) attack in Wajir, North Eastern province",1,1,1,0,0,0,0,6,Hostage Taking (Barricade Incident),11,Tourists,Private Citizens & Property in Wajir,Kenya,Al-Shabaab,6,Unknown,1,0,0,0,0,0,0,1,1,1,0,,News Source,START
200000000251,2015,9,10,0,110,Kenya,11,Sub-Saharan Africa,Coast,Mombasa,-4.326308543453407,39.71815143538753,1,0,"Mombasa, Kenya","Armed Assault attack in Mombasa, Coast province",1,1,1,0,0,0,0,1,Armed Assault,12,Tourists,Transportation in Mombasa,Kenya,Sabaot Land Defence Force,12,Unknown,0,0,0,2,0,0,1,2,0,0,0,,News Source,START
200000000252,2005,10,27,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.4236788623342769,39.370443862294536,1,0,"Garissa, Kenya","Hijacking attack in Garissa, North Eastern province",1,1,1,0,0,1,0,5,Hijacking,11,Business,Business in Garissa,Kenya,Sabaot Land Defence Force,4,Unknown,0,0,0,2,0,0,0,2,0,0,0,,News Source,START
200000000253,2019,4,28,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Wajir,1.8985810025518968,39.78807630938873,1,0,"Wajir, Kenya","Bombing/Explosion attack in Wajir, North Eastern province",1,1,1,0,0,1,0,3,Bombing/Explosion,3,Military,Military in Wajir,Kenya,Mungiki,13,Explosives,0,0,0,0,0,0,0,1,0,0,0,,News Source,START
200000000254,2023,4,25,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Wajir,1.9435139328956874,40.10820317901333,1,0,"Wajir, Kenya","Bombing/Explosion attack in Wajir, North Eastern province",1,1,1,0,0,1,0,3,Bombing/Explosion,11,Religious Figures/Institutions,Military in Wajir,Kenya,Unknown,4,Melee,0,0,0,0,0,0,0,1,0,0,0,,News Source,START
200000000255,2010,3,19,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Wajir,1.6852952973244846,39.85109018242532,1,0,"Wajir, Kenya","Armed Assault attack in Wajir, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,5,Religious Figures/Institutions,Transportation in Wajir,Kenya,Sabaot Land Defence Force,13,Melee,5,0,0,8,0,0,0,2,0,0,0,,News Source,START
200000000256,2012,10,7,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,3.8102637129716928,41.84760872749092,1,0,"Mandera, Kenya","Unknown attack in Mandera, North Eastern province",1,1,1,0,0,1,0,9,Unknown,20,Transportation,Government (General) in Mandera,Kenya,Unknown,12,Firearms,3,0,0,10,0,0,1,4,0,0,0,,News Source,START
200000000257,2017,7,21,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,0.08882825486772113,34.485783315451215,1,0,"Kisumu, Kenya","Facility/Infrastructure Attack attack in Kisumu, Nyanza province",1,1,1,0,0,1,0,4,Facility/Infrastructure Attack,1,Utilities,Private Citizens & Property in Kisumu,Kenya,Unknown,7,Explosives,2,0,0,0,0,0,1,4,0,0,0,,News Source,START
200000000258,2015,3,26,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.34770975028763734,39.696645096385154,1,0,"Garissa, Kenya","Unknown attack in Garissa, North Eastern province",1,1,1,0,0,1,0,9,Unknown,16,Government (General),Utilities in Garissa,Kenya,Unknown,4,Melee,5,0,0,0,0,0,1,1,0,0,0,,News Source,START
200000000259,2013,12,10,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.6045551492943186,35.09720038457213,1,0,"Eldoret, Kenya","Bombing/Explosion attack in Eldoret, Rift Valley province",1,1,1,0,0,0,0,3,Bombing/Explosion,9,Government (General),Transportation in Eldoret,Kenya,Al-Shabaab,2,Melee,3,0,0,0,0,0,0,4,0,0,0,,News Source,START
200000000260,2012,10,25,0,110,Kenya,11,Sub-Saharan Africa,Coast,Mombasa,-4.047940596866911,39.74824704414527,1,0,"Mombasa, Kenya","Hostage Taking (Kidnapping) attack in Mombasa, Coast province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),2,Utilities,Private Citizens & Property in Mombasa,Kenya,Sabaot Land Defence Force,4,Unknown,4,0,0,6,0,0,0,1,1,9,0,,News Source,START
200000000261,2017,5,18,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.6431313001012215,35.1458120528646,1,0,"Eldoret, Kenya","Bombing/Explosion attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,3,Bombing/Explosion,4,Journalists & Media,NGO in Eldoret,Kenya,Sabaot Land Defence Force,1,Unknown,1,0,0,0,0,0,1,2,0,0,0,,News Source,START
200000000262,2009,3,23,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.29096479167399425,35.23521991986145,1,0,"Eldoret, Kenya","Hostage Taking (Kidnapping) attack in Eldoret, Rift Valley province",1,1,1,0,0,0,0,7,Hostage Taking (Kidnapping),12,Business,Educational Institution in Eldoret,Kenya,Unknown,13,Melee,0,0,0,1,0,0,1,2,1,1,0,,News Source,START
200000000263,2008,11,20,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,0.02508222752836299,34.67565770559172,1,0,"Kisumu, Kenya","Hostage Taking (Barricade Incident) attack in Kisumu, Nyanza province",1,1,1,0,0,1,0,6,Hostage Taking (Barricade Incident),22,Educational Institution,Journalists & Media in Kisumu,Kenya,Al-Shabaab,11,Melee,0,0,0,0,0,0,1,1,1,5,0,,News Source,START
200000000264,2005,5,28,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.6956130994273486,39.44623817049439,1,0,"Garissa, Kenya","Armed Assault attack in Garissa, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,11,Religious Figures/Institutions,Transportation in Garissa,Kenya,Sabaot Land Defence Force,3,Melee,0,0,0,0,0,0,1,1,0,0,0,,News Source,START
200000000265,2024,1,17,0,110,Kenya,11,Sub-Saharan Africa,Coast,Mombasa,-3.9640622461206947,39.44519551731326,1,0,"Mombasa, Kenya","Facility/Infrastructure Attack attack in Mombasa, Coast province",1,1,1,0,0,1,0,4,Facility/Infrastructure Attack,12,Military,Military in Mombasa,Kenya,Al-Shabaab,7,Melee,1,0,0,0,0,0,0,3,0,0,0,,News Source,START
200000000266,2009,11,13,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.48777977619742835,39.71036356665719,1,0,"Garissa, Kenya","Armed Assault attack in Garissa, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,19,Journalists & Media,Military in Garissa,Kenya,Sabaot Land Defence Force,10,Explosives,0,0,0,0,0,0,0,2,0,0,0,,News Source,START
200000000267,2014,12,9,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,3.665455386247221,41.74439902356297,1,0,"Mandera, Kenya","Facility/Infrastructure Attack attack in Mandera, North Eastern province",1,1,1,0,0,1,0,4,Facility/Infrastructure Attack,2,Tourists,Police in Mandera,Kenya,Sabaot Land Defence Force,6,Melee,11,0,0,0,0,0,0,2,0,0,0,,News Source,START
200000000268,2004,3,8,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.3282616818745365,35.39084296432635,1,0,"Eldoret, Kenya","Bombing/Explosion attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,3,Bombing/Explosion,21,Private Citizens & Property,Private Citizens & Property in Eldoret,Kenya,Sabaot Land Defence Force,9,Unknown,1,0,0,3,0,0,1,2,0,0,0,,News Source,START
200000000269,2023,6,4,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.4233169337382357,39.81410890493593,1,0,"Garissa, Kenya","Unknown attack in Garissa, North Eastern province",1,1,1,0,0,1,0,9,Unknown,11,NGO,Transportation in Garissa,Kenya,Al-Shabaab,6,Unknown,1,0,0,0,0,0,0,4,0,0,0,,News Source,START
200000000270,2017,3,28,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.3151480419131805,37.10868319251012,1,0,"Nairobi, Kenya","Armed Assault attack in Nairobi, Nairobi province",1,1,1,0,0,0,0,1,Armed Assault,15,Private Citizens & Property,Religious Figures/Institutions in Nairobi,Kenya,Sabaot Land Defence Force,10,Firearms,0,0,0,10,0,0,1,2,0,0,0,,News Source,START
200000000271,2020,2,17,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.0654984228040976,36.695616918785085,1,0,"Nairobi, Kenya","Armed Assault attack in Nairobi, Nairobi province",1,1,1,0,0,0,0,1,Armed Assault,2,Military,Business in Nairobi,Kenya,Sabaot Land Defence Force,11,Explosives,0,0,0,0,0,0,0,3,0,0,0,,News Source,START
200000000272,2021,9,3,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.553810336187948,35.51461112725299,1,0,"Eldoret, Kenya","Bombing/Explosion attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,3,Bombing/Explosion,16,Police,Tourists in Eldoret,Kenya,Mungiki,4,Unknown,2,0,0,0,0,0,0,4,0,0,0,,News Source,START
200000000273,2017,10,16,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,0.07264585030418537,35.01117294367248,1,0,"Kisumu, Kenya","Bombing/Explosion attack in Kisumu, Nyanza province",1,1,1,0,0,1,0,3,Bombing/Explosion,7,Business,Transportation in Kisumu,Kenya,Unknown,7,Explosives,0,0,0,0,0,0,0,2,0,0,0,,News Source,START
200000000274,2015,8,24,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Wajir,1.9841391733107476,39.84678449556384,1,0,"Wajir, Kenya","Bombing/Explosion attack in Wajir, North Eastern province",1,1,1,0,0,1,0,3,Bombing/Explosion,7,NGO,Religious Figures/Institutions in Wajir,Kenya,Al-Shabaab,12,Unknown,16,0,0,0,0,0,0,2,0,0,0,,News Source,START
200000000275,2024,2,20,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,-0.172270780431649,34.59149966657849,1,0,"Kisumu, Kenya","Bombing/Explosion attack in Kisumu, Nyanza province",1,1,1,0,0,1,0,3,Bombing/Explosion,11,Military,Tourists in Kisumu,Kenya,Unknown,4,Firearms,0,0,0,11,0,0,1,4,0,0,0,,News Source,START
200000000276,2005,12,6,0,110,Kenya,11,Sub-Saharan Africa,Coast,Mombasa,-3.980446288875677,39.50049258364885,1,0,"Mombasa, Kenya","Hostage Taking (Kidnapping) attack in Mombasa, Coast province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),9,Transportation,Religious Figures/Institutions in Mombasa,Kenya,Sabaot Land Defence Force,5,Unknown,1,0,0,3,0,0,1,4,1,9,0,,News Source,START
200000000277,2010,10,15,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,-0.2808236305050778,34.69372423422639,1,0,"Kisumu, Kenya","Bombing/Explosion attack in Kisumu, Nyanza province",1,1,1,0,0,0,0,3,Bombing/Explosion,13,Police,Police in Kisumu,Kenya,Sabaot Land Defence Force,8,Explosives,0,0,0,0,0,0,0,4,0,0,0,,News Source,START
200000000278,2022,5,3,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.413737642503719,40.67012438539577,1,0,"Lamu, Kenya","Bombing/Explosion attack in Lamu, Coast province",1,1,1,0,0,1,0,3,Bombing/Explosion,2,NGO,Religious Figures/Institutions in Lamu,Kenya,Sabaot Land Defence Force,1,Unknown,15,0,0,0,0,0,0,2,0,0,0,,News Source,START
200000000279,2014,8,24,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.512429732420632,36.82833701319944,1,0,"Nairobi, Kenya","Armed Assault attack in Nairobi, Nairobi province",1,1,1,0,0,1,0,1,Armed Assault,11,Religious Figures/Institutions,Private Citizens & Property in Nairobi,Kenya,Mungiki,9,Explosives,0,0,0,0,0,0,1,3,0,0,0,,News Source,START
200000000280,2017,12,18,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.5043341996447462,39.35450302690693,1,0,"Garissa, Kenya","Armed Assault attack in Garissa, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,14,NGO,Government (General) in Garissa,Kenya,Sabaot Land Defence Force,3,Explosives,3,0,0,3,0,0,1,4,0,0,0,,News Source,START
200000000281,2019,7,13,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.2159817890274724,40.66941868916939,1,0,"Lamu, Kenya","Armed Assault attack in Lamu, Coast province",1,1,1,0,0,1,0,1,Armed Assault,12,Government (General),NGO in Lamu,Kenya,Mungiki,11,Incendiary,0,0,0,1,0,0,1,1,0,0,0,,News Source,START
200000000282,2017,6,13,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,3.7534640986123353,42.05328093032928,1,0,"Mandera, Kenya","Bombing/Explosion attack in Mandera, North Eastern province",1,1,1,0,0,1,0,3,Bombing/Explosion,1,Police,Utilities in Mandera,Kenya,Mungiki,4,Unknown,4,0,0,0,0,0,0,1,0,0,0,,News Source,START
200000000283,2006,2,3,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.6195736272018553,35.207400579831365,1,0,"Eldoret, Kenya","Bombing/Explosion attack in Eldoret, Rift Valley province",1,1,1,0,0,0,0,3,Bombing/Explosion,22,Private Citizens & Property,Transportation in Eldoret,Kenya,Sabaot Land Defence Force,5,Firearms,2,0,0,0,0,0,0,2,0,0,0,,News Source,START
200000000284,2022,7,11,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.47055609748893656,39.6721830657259,1,0,"Garissa, Kenya","Bombing/Explosion attack in Garissa, North Eastern province",1,1,1,0,0,1,0,3,Bombing/Explosion,19,Journalists & Media,Police in Garissa,Kenya,Unknown,7,Explosives,2,0,0,0,0,0,0,3,0,0,0,,News Source,START
200000000285,2009,11,9,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.4886907245994863,40.75879981073123,1,0,"Lamu, Kenya","Bombing/Explosion attack in Lamu, Coast province",1,1,1,0,0,1,0,3,Bombing/Explosion,9,Government (General),NGO in Lamu,Kenya,Unknown,2,Firearms,3,0,0,3,0,0,0,1,0,0,0,,News Source,START
200000000286,2009,6,13,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.3781908526431884,39.67041900835773,1,0,"Garissa, Kenya","Bombing/Explosion attack in Garissa, North Eastern province",1,1,1,0,0,1,0,3,Bombing/Explosion,1,Military,NGO in Garissa,Kenya,Al-Shabaab,1,Melee,0,0,0,0,0,0,0,2,0,0,0,,News Source,START
200000000287,2019,2,19,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,-0.24092143098188107,34.58088674613844,1,0,"Kisumu, Kenya","Bombing/Explosion attack in Kisumu, Nyanza province",1,1,1,0,0,1,0,3,Bombing/Explosion,13,Religious Figures/Institutions,Private Citizens & Property in Kisumu,Kenya,Unknown,6,Firearms,7,0,0,0,0,0,0,3,0,0,0,,News Source,START
200000000288,2013,10,25,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,3.9995036576175487,41.79947077755352,1,0,"Mandera, Kenya","Bombing/Explosion attack in Mandera, North Eastern province",1,1,1,0,0,1,0,3,Bombing/Explosion,4,Business,Police in Mandera,Kenya,Al-Shabaab,4,Unknown,0,0,0,0,0,0,0,4,0,0,0,,News Source,START
200000000289,2018,2,15,0,110,Kenya,11,Sub-Saharan Africa,Coast,Mombasa,-4.26374317437521,39.75129327087948,1,0,"Mombasa, Kenya","Hostage Taking (Kidnapping) attack in Mombasa, Coast province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),9,Private Citizens & Property,Tourists in Mombasa,Kenya,Mungiki,5,Unknown,0,0,0,1,0,0,0,4,1,7,0,,News Source,START
