data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp
KEN000194,KEN,KEN000194,194,2025-12-28,2025,1,Protests,Protest with intervention,Police Forces of Kenya,,3,Unidentified Armed Group (Kenya),,2,55,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.08239551773694798,39.9061647765353,1,Government,Subnational,"Protest with intervention reported in Garissa, North Eastern region.",0,2025-12-28T15:51:23.486983
KEN000195,KEN,KEN000195,195,2025-04-15,2025,1,Protests,Protest with intervention,Pastoralist Militia (Kenya),,6,Unidentified Armed Group (Kenya),,5,57,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-2.355838870733974,41.204354329159266,1,Media,International,"Protest with intervention reported in Lamu, Coast region.",0,2025-04-15T15:51:23.486983
KEN000196,KEN,KEN000196,196,2021-07-27,2021,1,Strategic developments,Change to group/activity,Pastoralist Militia (Kenya),,3,Pastoralist Militia (Kenya),,3,28,Eastern Africa,Kenya,Nyanza,Kisumu,,Kisumu,0.09711537512620368,35.10116090950076,1,NGO,Subnational,"Change to group/activity reported in Kisumu, Nyanza region.",0,2021-07-27T15:51:23.486983
KEN000197,KEN,KEN000197,197,2021-10-27,2021,1,Violence against civilians,Attack,Ethnic Militia (Kenya),,4,Protesters (Kenya),,2,68,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,1.8968409355322604,37.7532157837532,1,Government,Subnational,"Attack reported in Marsabit, Eastern region.",0,2021-10-27T15:51:23.486983
KEN000198,KEN,KEN000198,198,2025-08-23,2025,1,Riots,Violent demonstration,Pastoralist Militia (Kenya),,7,Military Forces of Kenya,,7,39,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.07636054283779958,40.01736176282618,1,International Organization,International,"Violent demonstration reported in Garissa, North Eastern region.",0,2025-08-23T15:51:23.486983
KEN000199,KEN,KEN000199,199,2024-09-24,2024,1,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,4,,,4,70,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-3.9701506543647818,39.82702507014007,1,Media,International,"Abduction/forced disappearance reported in Mombasa, Coast region.",3,2024-09-24T15:51:23.486983
KEN000200,KEN,KEN000200,200,2022-01-02,2022,1,Protests,Peaceful protest,Pastoralist Militia (Kenya),,3,Rioters (Kenya),,7,30,Eastern Africa,Kenya,Rift Valley,West Pokot,,Kapenguria,1.2563463517550413,35.042327410320986,1,NGO,Subnational,"Peaceful protest reported in Kapenguria, Rift Valley region.",0,2022-01-02T15:51:23.486983
KEN000201,KEN,KEN000201,201,2022-07-29,2022,1,Riots,Violent demonstration,Al Shabaab,,6,,,7,43,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-2.531166531625194,40.914363777545795,1,NGO,International,"Violent demonstration reported in Lamu, Coast region.",0,2022-07-29T15:51:23.486983
KEN000202,KEN,KEN000202,202,2022-08-31,2022,1,Strategic developments,Non-violent transfer of territory,Political Militia (Kenya),,3,,,3,74,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,2.138580015623507,39.56022103262136,1,Media,National,"Non-violent transfer of territory reported in Wajir, North Eastern region.",0,2022-08-31T15:51:23.486983
KEN000203,KEN,KEN000203,203,2025-10-14,2025,1,Riots,Violent demonstration,Rioters (Kenya),,1,,,5,17,Eastern Africa,Kenya,Rift Valley,West Pokot,,Kapenguria,1.2086437629906837,35.05936814132246,1,NGO,National,"Violent demonstration reported in Kapenguria, Rift Valley region.",0,2025-10-14T15:51:23.486983
KEN000204,KEN,KEN000204,204,2024-11-22,2024,1,Violence against civilians,Attack,Pastoralist Militia (Kenya),,1,Military Forces of Kenya,,0,26,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,4.008648643369301,41.879667725956416,1,International Organization,National,"Attack reported in Mandera, North Eastern region.",0,2024-11-22T15:51:23.486983
KEN000205,KEN,KEN000205,205,2023-03-25,2023,1,Violence against civilians,Sexual violence,Military Forces of Kenya,,4,Ethnic Militia (Kenya),,7,70,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,3.493322524685176,35.59054658034012,1,Media,National,"Sexual violence reported in Lodwar, Rift Valley region.",0,2023-03-25T15:51:23.486983
KEN000206,KEN,KEN000206,206,2024-08-01,2024,1,Riots,Mob violence,Pastoralist Militia (Kenya),,3,,,5,56,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-0.9626096157787053,37.27226051148499,1,NGO,National,"Mob violence reported in Nairobi, Nairobi region.",0,2024-08-01T15:51:23.486983
KEN000207,KEN,KEN000207,207,2022-11-05,2022,1,Riots,Mob violence,Protesters (Kenya),,3,Ethnic Militia (Kenya),,3,24,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-4.429012361934094,39.55203888304498,1,Media,International,"Mob violence reported in Mombasa, Coast region.",0,2022-11-05T15:51:23.486983
KEN000208,KEN,KEN000208,208,2024-08-17,2024,1,Explosions/Remote violence,Shelling/artillery/missile attack,Al Shabaab,,6,,,6,37,Eastern Africa,Kenya,Rift Valley,Baringo,,Kabarnet,0.638350090124607,36.13113906436011,1,NGO,Subnational,"Shelling/artillery/missile attack reported in Kabarnet, Rift Valley region.",1,2024-08-17T15:51:23.486983
KEN000209,KEN,KEN000209,209,2021-11-27,2021,1,Battles,Government regains territory,Pastoralist Militia (Kenya),,6,Military Forces of Kenya,,6,54,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,1.894943844355775,38.023867472547764,1,NGO,Subnational,"Government regains territory reported in Marsabit, Eastern region.",3,2021-11-27T15:51:23.486983
KEN000210,KEN,KEN000210,210,2025-01-06,2025,1,Strategic developments,Non-violent transfer of territory,Protesters (Kenya),,6,Civilians (Kenya),,2,54,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-1.5703486349883127,36.78380778469722,1,NGO,National,"Non-violent transfer of territory reported in Nairobi, Nairobi region.",0,2025-01-06T15:51:23.486983
KEN000211,KEN,KEN000211,211,2025-02-18,2025,1,Violence against civilians,Abduction/forced disappearance,Pastoralist Militia (Kenya),,7,,,2,57,Eastern Africa,Kenya,Eastern,Isiolo,,Isiolo,0.3020195164015822,37.88058034051835,1,International Organization,Subnational,"Abduction/forced disappearance reported in Isiolo, Eastern region.",1,2025-02-18T15:51:23.486983
KEN000212,KEN,KEN000212,212,2024-09-10,2024,1,Explosions/Remote violence,Air/drone strike,Protesters (Kenya),,7,,,7,74,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.5606257746547088,39.66591259887332,1,Media,International,"Air/drone strike reported in Garissa, North Eastern region.",0,2024-09-10T15:51:23.486983
KEN000213,KEN,KEN000213,213,2025-01-25,2025,1,Violence against civilians,Attack,Military Forces of Kenya,,1,Protesters (Kenya),,7,43,Eastern Africa,Kenya,Nyanza,Kisumu,,Kisumu,0.04362238628648425,34.89860231745474,1,International Organization,Subnational,"Attack reported in Kisumu, Nyanza region.",0,2025-01-25T15:51:23.486983
KEN000214,KEN,KEN000214,214,2024-12-05,2024,1,Riots,Mob violence,Al Shabaab,,3,,,1,36,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-1.6458470324216392,36.8027896996594,1,Government,Subnational,"Mob violence reported in Nairobi, Nairobi region.",0,2024-12-05T15:51:23.486983
KEN000215,KEN,KEN000215,215,2021-06-09,2021,1,Strategic developments,Change to group/activity,Political Militia (Kenya),,5,Protesters (Kenya),,1,44,Eastern Africa,Kenya,Nyanza,Kisumu,,Kisumu,-0.20676573200708565,34.57490626107017,1,NGO,Subnational,"Change to group/activity reported in Kisumu, Nyanza region.",0,2021-06-09T15:51:23.486983
KEN000216,KEN,KEN000216,216,2022-04-11,2022,1,Riots,Mob violence,Military Forces of Kenya,,5,Rioters (Kenya),,3,78,Eastern Africa,Kenya,Rift Valley,Baringo,,Kabarnet,0.9759131632104643,35.531505437818744,1,Media,National,"Mob violence reported in Kabarnet, Rift Valley region.",0,2022-04-11T15:51:23.486983
KEN000217,KEN,KEN000217,217,2023-09-09,2023,1,Riots,Mob violence,Police Forces of Kenya,,5,,,0,55,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,2.59040181260487,38.32354996193759,1,NGO,National,"Mob violence reported in Marsabit, Eastern region.",0,2023-09-09T15:51:23.486983
KEN000218,KEN,KEN000218,218,2025-08-23,2025,1,Strategic developments,Headquarters or base established,Police Forces of Kenya,,3,,,4,26,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-2.603357949557397,40.9849844261646,1,NGO,Subnational,"Headquarters or base established reported in Lamu, Coast region.",0,2025-08-23T15:51:23.486983
KEN000219,KEN,KEN000219,219,2022-07-09,2022,1,Riots,Violent demonstration,Civilians (Kenya),,6,,,7,20,Eastern Africa,Kenya,Rift Valley,West Pokot,,Kapenguria,1.359560479824584,34.81321210782243,1,Government,National,"Violent demonstration reported in Kapenguria, Rift Valley region.",0,2022-07-09T15:51:23.486983
KEN000220,KEN,KEN000220,220,2025-04-25,2025,1,Riots,Mob violence,Civilians (Kenya),,1,Rioters (Kenya),,0,28,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,4.182460038627012,41.91632247940317,1,Government,Subnational,"Mob violence reported in Mandera, North Eastern region.",0,2025-04-25T15:51:23.486983
KEN000221,KEN,KEN000221,221,2024-06-28,2024,1,Riots,Mob violence,Pastoralist Militia (Kenya),,3,Al Shabaab,,4,60,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.6678164444741298,39.343323091086084,1,NGO,International,"Mob violence reported in Garissa, North Eastern region.",0,2024-06-28T15:51:23.486983
KEN000222,KEN,KEN000222,222,2021-05-31,2021,1,Riots,Violent demonstration,Military Forces of Kenya,,3,Al Shabaab,,2,78,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,2.3049833837782927,38.48602294963944,1,Media,International,"Violent demonstration reported in Marsabit, Eastern region.",1,2021-05-31T15:51:23.486983
KEN000223,KEN,KEN000223,223,2024-11-08,2024,1,Riots,Violent demonstration,Political Militia (Kenya),,2,Protesters (Kenya),,7,75,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,2.638216094429764,35.57384346831782,1,Media,International,"Violent demonstration reported in Lodwar, Rift Valley region.",2,2024-11-08T15:51:23.486983
KEN000224,KEN,KEN000224,224,2021-10-26,2021,1,Violence against civilians,Attack,Ethnic Militia (Kenya),,7,,,2,74,Eastern Africa,Kenya,Eastern,Isiolo,,Isiolo,-0.13553671488653107,38.08002085568198,1,International Organization,National,"Attack reported in Isiolo, Eastern region.",10,2021-10-26T15:51:23.486983
KEN000225,KEN,KEN000225,225,2021-08-11,2021,1,Riots,Violent demonstration,Military Forces of Kenya,,4,Ethnic Militia (Kenya),,6,18,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,3.4422658145295673,42.30409102845879,1,Government,Subnational,"Violent demonstration reported in Mandera, North Eastern region.",0,2021-08-11T15:51:23.486983
KEN000226,KEN,KEN000226,226,2023-08-03,2023,1,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya,,5,Rioters (Kenya),,7,75,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,1.5532373408795932,40.10643033627717,1,International Organization,National,"Abduction/forced disappearance reported in Wajir, North Eastern region.",3,2023-08-03T15:51:23.486983
KEN000227,KEN,KEN000227,227,2022-04-30,2022,1,Riots,Mob violence,Ethnic Militia (Kenya),,7,,,1,48,Eastern Africa,Kenya,Central,Kiambu,,Kiambu,-0.9643135227333018,36.385826011463976,1,NGO,International,"Mob violence reported in Kiambu, Central region.",0,2022-04-30T15:51:23.486983
KEN000228,KEN,KEN000228,228,2025-06-12,2025,1,Strategic developments,Non-violent transfer of territory,Military Forces of Kenya,,1,,,4,30,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,3.525211002132497,35.418495701247885,1,NGO,National,"Non-violent transfer of territory reported in Lodwar, Rift Valley region.",0,2025-06-12T15:51:23.486983
KEN000229,KEN,KEN000229,229,2022-08-02,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Political Militia (Kenya),,4,Civilians (Kenya),,3,41,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,1.434942852537774,40.277091453354686,1,Government,Subnational,"Shelling/artillery/missile attack reported in Wajir, North Eastern region.",1,2022-08-02T15:51:23.486983
KEN000230,KEN,KEN000230,230,2023-12-25,2023,1,Riots,Mob violence,Unidentified Armed Group (Kenya),,2,Police Forces of Kenya,,1,58,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.650405940538954,39.430070118943604,1,NGO,National,"Mob violence reported in Garissa, North Eastern region.",0,2023-12-25T15:51:23.486983
KEN000231,KEN,KEN000231,231,2021-11-25,2021,1,Battles,Government regains territory,Ethnic Militia (Kenya),,2,Rioters (Kenya),,4,53,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,1.8753519085276031,37.7660695578209,1,Media,National,"Government regains territory reported in Marsabit, Eastern region.",4,2021-11-25T15:51:23.486983
KEN000232,KEN,KEN000232,232,2025-09-29,2025,1,Strategic developments,Agreement,Civilians (Kenya),,2,Al Shabaab,,0,79,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-1.6564700754642987,36.88218435767525,1,International Organization,International,"Agreement reported in Nairobi, Nairobi region.",0,2025-09-29T15:51:23.486983
KEN000233,KEN,KEN000233,233,2025-11-23,2025,1,Battles,Government regains territory,Political Militia (Kenya),,7,,,4,22,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,3.1129140404569284,35.48464880545565,1,Media,National,"Government regains territory reported in Lodwar, Rift Valley region.",2,2025-11-23T15:51:23.486983
KEN000234,KEN,KEN000234,234,2025-11-07,2025,1,Violence against civilians,Sexual violence,Al Shabaab,,3,Political Militia (Kenya),,0,57,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-1.1102917685855889,37.26118230536321,1,NGO,National,"Sexual violence reported in Nairobi, Nairobi region.",0,2025-11-07T15:51:23.486983
KEN000235,KEN,KEN000235,235,2023-06-27,2023,1,Riots,Mob violence,Police Forces of Kenya,,5,Police Forces of Kenya,,7,18,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-3.909075854713416,39.93898061826388,1,Media,Subnational,"Mob violence reported in Mombasa, Coast region.",1,2023-06-27T15:51:23.486983
KEN000236,KEN,KEN000236,236,2024-05-16,2024,1,Riots,Mob violence,Ethnic Militia (Kenya),,7,,,2,37,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,1.462840679176454,40.23511320031004,1,Government,National,"Mob violence reported in Wajir, North Eastern region.",0,2024-05-16T15:51:23.486983
KEN000237,KEN,KEN000237,237,2021-09-27,2021,1,Protests,Protest with intervention,Pastoralist Militia (Kenya),,1,,,1,62,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,1.8262752553747221,39.642641336484324,1,International Organization,International,"Protest with intervention reported in Wajir, North Eastern region.",0,2021-09-27T15:51:23.486983
KEN000238,KEN,KEN000238,238,2023-06-22,2023,1,Protests,Protest with intervention,Al Shabaab,,1,Rioters (Kenya),,0,21,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,2.207594048671936,37.82724554676909,1,Government,National,"Protest with intervention reported in Marsabit, Eastern region.",0,2023-06-22T15:51:23.486983
KEN000239,KEN,KEN000239,239,2021-06-03,2021,1,Riots,Mob violence,Military Forces of Kenya,,4,Rioters (Kenya),,4,51,Eastern Africa,Kenya,Nyanza,Kisumu,,Kisumu,-0.08316771987045128,34.93924226745895,1,NGO,International,"Mob violence reported in Kisumu, Nyanza region.",0,2021-06-03T15:51:23.486983
KEN000240,KEN,KEN000240,240,2025-04-09,2025,1,Protests,Protest with intervention,Unidentified Armed Group (Kenya),,2,,,0,21,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,3.7021828329586057,41.38455236336662,1,International Organization,International,"Protest with intervention reported in Mandera, North Eastern region.",0,2025-04-09T15:51:23.486983
KEN000241,KEN,KEN000241,241,2021-07-14,2021,1,Protests,Peaceful protest,Military Forces of Kenya,,7,Ethnic Militia (Kenya),,4,68,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,3.4983551148463845,35.77258009195026,1,International Organization,International,"Peaceful protest reported in Lodwar, Rift Valley region.",0,2021-07-14T15:51:23.486983
KEN000242,KEN,KEN000242,242,2024-03-28,2024,1,Protests,Peaceful protest,Political Militia (Kenya),,4,Pastoralist Militia (Kenya),,6,14,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-3.9402081942850566,39.64160088149491,1,International Organization,Subnational,"Peaceful protest reported in Mombasa, Coast region.",0,2024-03-28T15:51:23.486983
KEN000243,KEN,KEN000243,243,2024-02-23,2024,1,Riots,Mob violence,Political Militia (Kenya),,1,Political Militia (Kenya),,2,54,Eastern Africa,Kenya,Central,Kiambu,,Kiambu,-0.8944719896727745,36.54058120952681,1,NGO,International,"Mob violence reported in Kiambu, Central region.",0,2024-02-23T15:51:23.486983
KEN000244,KEN,KEN000244,244,2025-10-12,2025,1,Strategic developments,Headquarters or base established,Ethnic Militia (Kenya),,6,Pastoralist Militia (Kenya),,5,35,Eastern Africa,Kenya,Central,Kiambu,,Kiambu,-1.0285810851998258,37.145460187360584,1,Media,Subnational,"Headquarters or base established reported in Kiambu, Central region.",0,2025-10-12T15:51:23.486983
KEN000245,KEN,KEN000245,245,2022-04-02,2022,1,Battles,Armed clash,Political Militia (Kenya),,5,Rioters (Kenya),,5,71,Eastern Africa,Kenya,Western,Bungoma,,Bungoma,0.10806382344867915,34.47624218668591,1,Government,Subnational,"Armed clash reported in Bungoma, Western region.",1,2022-04-02T15:51:23.486983
KEN000246,KEN,KEN000246,246,2023-10-22,2023,1,Riots,Mob violence,Ethnic Militia (Kenya),,4,Military Forces of Kenya,,0,59,Eastern Africa,Kenya,Eastern,Isiolo,,Isiolo,0.2884160022094693,37.12609994264301,1,NGO,International,"Mob violence reported in Isiolo, Eastern region.",0,2023-10-22T15:51:23.486983
KEN000247,KEN,KEN000247,247,2022-08-18,2022,1,Violence against civilians,Abduction/forced disappearance,Political Militia (Kenya),,6,Protesters (Kenya),,0,27,Eastern Africa,Kenya,Rift Valley,Baringo,,Kabarnet,0.1888257044534284,36.19452981036183,1,NGO,International,"Abduction/forced disappearance reported in Kabarnet, Rift Valley region.",1,2022-08-18T15:51:23.486983
KEN000248,KEN,KEN000248,248,2023-07-07,2023,1,Battles,Government regains territory,Police Forces of Kenya,,1,Protesters (Kenya),,7,75,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-3.562322163237705,39.358307649783725,1,Government,International,"Government regains territory reported in Mombasa, Coast region.",2,2023-07-07T15:51:23.486983
KEN000249,KEN,KEN000249,249,2025-07-23,2025,1,Explosions/Remote violence,Air/drone strike,Unidentified Armed Group (Kenya),,1,,,7,53,Eastern Africa,Kenya,Rift Valley,West Pokot,,Kapenguria,1.5119890416974662,34.92189993717179,1,Media,National,"Air/drone strike reported in Kapenguria, Rift Valley region.",2,2025-07-23T15:51:23.486983
KEN000250,KEN,KEN000250,250,2021-07-25,2021,1,Battles,Armed clash,Political Militia (Kenya),,4,,,6,57,Eastern Africa,Kenya,Central,Kiambu,,Kiambu,-0.745205931568218,36.56427677960361,1,NGO,Subnational,"Armed clash reported in Kiambu, Central region.",0,2021-07-25T15:51:23.486983
KEN000251,KEN,KEN000251,251,2021-02-14,2021,1,Explosions/Remote violence,Shelling/artillery/missile attack,Rioters (Kenya),,7,Al Shabaab,,0,41,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,2.309390146603009,38.152334011701065,1,Media,National,"Shelling/artillery/missile attack reported in Marsabit, Eastern region.",4,2021-02-14T15:51:23.486983
KEN000252,KEN,KEN000252,252,2025-07-28,2025,1,Riots,Violent demonstration,Political Militia (Kenya),,6,Civilians (Kenya),,4,62,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.862878297765069,39.172717948341564,1,NGO,Subnational,"Violent demonstration reported in Garissa, North Eastern region.",0,2025-07-28T15:51:23.486983
KEN000253,KEN,KEN000253,253,2025-08-14,2025,1,Protests,Protest with intervention,Pastoralist Militia (Kenya),,1,,,0,26,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-1.5948070542651742,37.235439086675434,1,Government,Subnational,"Protest with intervention reported in Nairobi, Nairobi region.",1,2025-08-14T15:51:23.486983
KEN000254,KEN,KEN000254,254,2023-05-09,2023,1,Protests,Peaceful protest,Al Shabaab,,4,Al Shabaab,,4,69,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,2.259880648774075,38.20905989694457,1,NGO,International,"Peaceful protest reported in Marsabit, Eastern region.",0,2023-05-09T15:51:23.486983
KEN000255,KEN,KEN000255,255,2023-04-06,2023,1,Strategic developments,Arrests,Police Forces of Kenya,,4,,,7,50,Eastern Africa,Kenya,Rift Valley,West Pokot,,Kapenguria,1.1398417624730466,35.37500836360131,1,International Organization,International,"Arrests reported in Kapenguria, Rift Valley region.",0,2023-04-06T15:51:23.486983
KEN000256,KEN,KEN000256,256,2021-11-02,2021,1,Riots,Mob violence,Military Forces of Kenya,,3,,,2,49,Eastern Africa,Kenya,Central,Kiambu,,Kiambu,-1.0353575312200318,36.699954238428234,1,NGO,National,"Mob violence reported in Kiambu, Central region.",0,2021-11-02T15:51:23.486983
KEN000257,KEN,KEN000257,257,2021-11-21,2021,1,Protests,Peaceful protest,Unidentified Armed Group (Kenya),,5,,,6,78,Eastern Africa,Kenya,Rift Valley,West Pokot,,Kapenguria,1.091502605928858,35.436687856277786,1,NGO,Subnational,"Peaceful protest reported in Kapenguria, Rift Valley region.",0,2021-11-21T15:51:23.486983
KEN000258,KEN,KEN000258,258,2024-10-16,2024,1,Riots,Violent demonstration,Unidentified Armed Group (Kenya),,7,Civilians (Kenya),,2,60,Eastern Africa,Kenya,Rift Valley,Baringo,,Kabarnet,0.5823310898226933,35.304430955643284,1,Government,International,"Violent demonstration reported in Kabarnet, Rift Valley region.",3,2024-10-16T15:51:23.486983
KEN000259,KEN,KEN000259,259,2024-11-02,2024,1,Violence against civilians,Abduction/forced disappearance,Protesters (Kenya),,1,,,2,66,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-2.1055528081965775,41.14389632695872,1,Government,International,"Abduction/forced disappearance reported in Lamu, Coast region.",1,2024-11-02T15:51:23.486983
KEN000260,KEN,KEN000260,260,2021-12-11,2021,1,Strategic developments,Headquarters or base established,Military Forces of Kenya,,3,Political Militia (Kenya),,1,41,Eastern Africa,Kenya,Rift Valley,Turkana,,Lodwar,2.8395884346891065,35.859482884475554,1,NGO,Subnational,"Headquarters or base established reported in Lodwar, Rift Valley region.",0,2021-12-11T15:51:23.486983
KEN000261,KEN,KEN000261,261,2022-06-24,2022,1,Protests,Peaceful protest,Civilians (Kenya),,7,Protesters (Kenya),,4,74,Eastern Africa,Kenya,Nairobi,Nairobi,,Nairobi,-0.8341782143024054,36.359622298206894,1,NGO,National,"Peaceful protest reported in Nairobi, Nairobi region.",0,2022-06-24T15:51:23.486983
KEN000262,KEN,KEN000262,262,2026-01-16,2026,1,Violence against civilians,Attack,Rioters (Kenya),,1,,,1,48,Eastern Africa,Kenya,Rift Valley,Baringo,,Kabarnet,0.440713645746606,35.40212500374026,1,Media,Subnational,"Attack reported in Kabarnet, Rift Valley region.",2,2026-01-16T15:51:23.486983
KEN000263,KEN,KEN000263,263,2022-09-09,2022,1,Violence against civilians,Abduction/forced disappearance,Civilians (Kenya),,5,Military Forces of Kenya,,3,56,Eastern Africa,Kenya,Western,Bungoma,,Bungoma,0.11539529951841088,34.202770446703894,1,Media,International,"Abduction/forced disappearance reported in Bungoma, Western region.",0,2022-09-09T15:51:23.486983
KEN000264,KEN,KEN000264,264,2023-06-18,2023,1,Riots,Violent demonstration,Police Forces of Kenya,,1,,,3,44,Eastern Africa,Kenya,Coast,Lamu,,Lamu,-2.2860995797646395,40.908672648982744,1,International Organization,Subnational,"Violent demonstration reported in Lamu, Coast region.",0,2023-06-18T15:51:23.486983
KEN000265,KEN,KEN000265,265,2024-10-05,2024,1,Protests,Protest with intervention,Rioters (Kenya),,1,Ethnic Militia (Kenya),,2,74,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-4.105838671851797,39.403173404995954,1,Media,International,"Protest with intervention reported in Mombasa, Coast region.",0,2024-10-05T15:51:23.486983
KEN000266,KEN,KEN000266,266,2022-11-25,2022,1,Riots,Mob violence,Political Militia (Kenya),,1,,,3,53,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,2.790013338983085,38.204310763626594,1,NGO,Subnational,"Mob violence reported in Marsabit, Eastern region.",0,2022-11-25T15:51:23.486983
KEN000267,KEN,KEN000267,267,2022-02-14,2022,1,Protests,Excessive force against protesters,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,21,Eastern Africa,Kenya,Rift Valley,Baringo,,Kabarnet,0.7885813971913723,35.4935678987925,1,Government,National,"Excessive force against protesters reported in Kabarnet, Rift Valley region.",0,2022-02-14T15:51:23.486983
KEN000268,KEN,KEN000268,268,2022-08-27,2022,1,Violence against civilians,Sexual violence,Protesters (Kenya),,6,,,0,71,Eastern Africa,Kenya,Central,Kiambu,,Kiambu,-1.0501075509503899,36.66964996566877,1,Government,National,"Sexual violence reported in Kiambu, Central region.",4,2022-08-27T15:51:23.486983
KEN000269,KEN,KEN000269,269,2022-05-02,2022,1,Protests,Peaceful protest,Civilians (Kenya),,6,Unidentified Armed Group (Kenya),,5,28,Eastern Africa,Kenya,Western,Bungoma,,Bungoma,0.12008565614671562,34.434521047012815,1,International Organization,Subnational,"Peaceful protest reported in Bungoma, Western region.",0,2022-05-02T15:51:23.486983
KEN000270,KEN,KEN000270,270,2022-01-31,2022,1,Riots,Mob violence,Political Militia (Kenya),,6,Military Forces of Kenya,,1,15,Eastern Africa,Kenya,Eastern,Marsabit,,Marsabit,2.153753905924552,38.43117244824185,1,Government,National,"Mob violence reported in Marsabit, Eastern region.",0,2022-01-31T15:51:23.486983
KEN000271,KEN,KEN000271,271,2025-11-25,2025,1,Strategic developments,Agreement,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya,,0,44,Eastern Africa,Kenya,North Eastern,Mandera,,Mandera,3.626415302972156,41.949183230092586,1,International Organization,Subnational,"Agreement reported in Mandera, North Eastern region.",0,2025-11-25T15:51:23.486983
KEN000272,KEN,KEN000272,272,2024-09-15,2024,1,Violence against civilians,Abduction/forced disappearance,Rioters (Kenya),,4,,,5,29,Eastern Africa,Kenya,North Eastern,Wajir,,Wajir,2.2156373316998925,40.160937200559374,1,International Organization,International,"Abduction/forced disappearance reported in Wajir, North Eastern region.",0,2024-09-15T15:51:23.486983
KEN000273,KEN,KEN000273,273,2024-04-07,2024,1,Riots,Violent demonstration,Political Militia (Kenya),,1,Rioters (Kenya),,0,68,Eastern Africa,Kenya,Coast,Mombasa,,Mombasa,-4.276097972142459,39.183310684214476,1,International Organization,International,"Violent demonstration reported in Mombasa, Coast region.",0,2024-04-07T15:51:23.486983
KEN000274,KEN,KEN000274,274,2021-10-28,2021,1,Riots,Violent demonstration,Rioters (Kenya),,3,Ethnic Militia (Kenya),,5,39,Eastern Africa,Kenya,North Eastern,Garissa,,Garissa,-0.006866271076604424,39.24600580440375,1,Media,National,"Violent demonstration reported in Garissa, North Eastern region.",0,2021-10-28T15:51:23.486983
