id,content,category,threat_level,event_type,location,region,country,latitude,longitude,fatalities,timestamp,source,content_length,word_count,has_fatalities,severity_score
KEN000951,"Attack reported in Kisumu, Nyanza region.",violence,medium,Violence against civilians,Kisumu,Nyanza,Kenya,0.14992283824862734,34.340829289474684,1,2024-03-08,International Organization,41,6,1,0.5
KEN000952,"Protest with intervention reported in Mandera, North Eastern region.",civil_unrest,low,Protests,Mandera,North Eastern,Kenya,3.7199113353738484,41.865633506440275,0,2025-07-14,Media,68,9,0,0.25
KEN000953,"Attack reported in Nairobi, Nairobi region.",violence,medium,Violence against civilians,Nairobi,Nairobi,Kenya,-1.6688003834012983,37.265509380430366,1,2025-08-28,Government,43,6,1,0.5
KEN000954,"Attack reported in Kiambu, Central region.",violence,medium,Violence against civilians,Kiambu,Central,Kenya,-1.46893245790425,37.29464399687141,1,2021-04-09,Media,42,6,1,0.5
KEN000955,"Protest with intervention reported in Marsabit, Eastern region.",civil_unrest,low,Protests,Marsabit,Eastern,Kenya,2.6151525160763467,37.828836219937024,0,2023-05-22,Government,63,8,0,0.25
KEN000956,"Armed clash reported in Nairobi, Nairobi region.",armed_conflict,medium,Battles,Nairobi,Nairobi,Kenya,-1.1416063975392503,36.72800926237434,0,2024-05-03,NGO,48,7,0,0.5
KEN000957,"Mob violence reported in Mandera, North Eastern region.",civil_unrest,low,Riots,Mandera,North Eastern,Kenya,3.757840877788587,41.72338243047877,0,2022-12-11,International Organization,55,8,0,0.25
KEN000958,"Mob violence reported in Lamu, Coast region.",civil_unrest,low,Riots,Lamu,Coast,Kenya,-1.8139624866399444,40.53057726079688,0,2022-09-19,Government,44,7,0,0.25
KEN000959,"Non-state actor overtakes territory reported in Mandera, North Eastern region.",armed_conflict,medium,Battles,Mandera,North Eastern,Kenya,3.6920282810460905,41.873691201006295,0,2022-03-09,International Organization,78,10,0,0.5
KEN000960,"Peaceful protest reported in Lamu, Coast region.",civil_unrest,low,Protests,Lamu,Coast,Kenya,-2.218561259001396,40.499164681965965,0,2022-09-19,Government,48,7,0,0.25
KEN000961,"Armed clash reported in Marsabit, Eastern region.",armed_conflict,medium,Battles,Marsabit,Eastern,Kenya,2.3852983843731717,38.1986285799049,1,2023-06-18,Media,49,7,1,0.5
KEN000962,"Armed clash reported in Mombasa, Coast region.",armed_conflict,medium,Battles,Mombasa,Coast,Kenya,-4.504815041742808,39.92170390110731,3,2024-02-11,Media,46,7,1,0.5
KEN000963,"Attack reported in Kiambu, Central region.",violence,medium,Violence against civilians,Kiambu,Central,Kenya,-1.2662978729528795,37.29759390986682,0,2022-06-12,NGO,42,6,0,0.5
KEN000964,"Violent demonstration reported in Mombasa, Coast region.",civil_unrest,low,Riots,Mombasa,Coast,Kenya,-3.8118920556314757,39.42509780604456,0,2021-07-12,NGO,56,7,0,0.25
KEN000965,"Excessive force against protesters reported in Kabarnet, Rift Valley region.",civil_unrest,low,Protests,Kabarnet,Rift Valley,Kenya,0.530094371684403,36.03526913622796,0,2021-10-22,NGO,76,10,0,0.25
KEN000966,"Government regains territory reported in Kiambu, Central region.",armed_conflict,medium,Battles,Kiambu,Central,Kenya,-1.4689378163611686,37.22571513630981,1,2025-03-05,NGO,64,8,1,0.5
KEN000967,"Mob violence reported in Kiambu, Central region.",civil_unrest,low,Riots,Kiambu,Central,Kenya,-1.190381220199538,36.75004793503548,0,2022-02-09,International Organization,48,7,0,0.25
KEN000968,"Sexual violence reported in Marsabit, Eastern region.",violence,medium,Violence against civilians,Marsabit,Eastern,Kenya,2.020541993559004,38.394325342317146,3,2024-07-02,Government,53,7,1,0.5
KEN000969,"Excessive force against protesters reported in Lamu, Coast region.",civil_unrest,low,Protests,Lamu,Coast,Kenya,-1.8627235779037996,41.38368450593705,0,2025-05-21,NGO,66,9,0,0.25
KEN000970,"Protest with intervention reported in Mombasa, Coast region.",civil_unrest,low,Protests,Mombasa,Coast,Kenya,-3.690543886326251,39.483255969318655,0,2024-07-25,NGO,60,8,0,0.25
KEN000971,"Armed clash reported in Wajir, North Eastern region.",armed_conflict,medium,Battles,Wajir,North Eastern,Kenya,1.6586557465450276,39.71605791511208,2,2022-03-31,Government,52,8,1,0.5
KEN000972,"Abduction/forced disappearance reported in Kabarnet, Rift Valley region.",violence,medium,Violence against civilians,Kabarnet,Rift Valley,Kenya,0.5530197417877434,35.54332545424766,0,2021-10-12,Media,72,8,0,0.5
KEN000973,"Excessive force against protesters reported in Kapenguria, Rift Valley region.",civil_unrest,low,Protests,Kapenguria,Rift Valley,Kenya,1.5881191446941048,35.09216692566562,0,2025-08-03,Government,78,10,0,0.25
KEN000974,"Mob violence reported in Nairobi, Nairobi region.",civil_unrest,low,Riots,Nairobi,Nairobi,Kenya,-1.1951570942493859,36.63198562371696,0,2022-12-07,NGO,49,7,0,0.25
KEN000975,"Protest with intervention reported in Kabarnet, Rift Valley region.",civil_unrest,low,Protests,Kabarnet,Rift Valley,Kenya,0.24556945912169648,36.11807705862412,0,2024-07-29,International Organization,67,9,0,0.25
KEN000976,"Violent demonstration reported in Mandera, North Eastern region.",civil_unrest,medium,Riots,Mandera,North Eastern,Kenya,4.003066605979634,41.51638454677123,1,2024-01-21,International Organization,64,8,1,0.5
KEN000977,"Government regains territory reported in Wajir, North Eastern region.",armed_conflict,medium,Battles,Wajir,North Eastern,Kenya,1.8775582972424245,40.087210608560945,2,2025-12-12,NGO,69,9,1,0.5
KEN000978,"Attack reported in Nairobi, Nairobi region.",violence,medium,Violence against civilians,Nairobi,Nairobi,Kenya,-1.013655855453588,36.48558529830306,0,2023-06-19,Media,43,6,0,0.5
KEN000979,"Abduction/forced disappearance reported in Kapenguria, Rift Valley region.",violence,medium,Violence against civilians,Kapenguria,Rift Valley,Kenya,0.8470507560236656,34.86349896976483,3,2022-01-18,Media,74,8,1,0.5
KEN000980,"Abduction/forced disappearance reported in Bungoma, Western region.",violence,medium,Violence against civilians,Bungoma,Western,Kenya,0.61553237583985,34.417976403447966,0,2025-01-26,NGO,67,7,0,0.5
KEN000981,"Peaceful protest reported in Bungoma, Western region.",civil_unrest,low,Protests,Bungoma,Western,Kenya,0.12467175516594375,34.21651893590646,0,2024-06-19,Government,53,7,0,0.25
KEN000982,"Mob violence reported in Nairobi, Nairobi region.",civil_unrest,low,Riots,Nairobi,Nairobi,Kenya,-0.8335961517508268,37.111752294421706,0,2024-08-04,Media,49,7,0,0.25
KEN000983,"Government regains territory reported in Garissa, North Eastern region.",armed_conflict,medium,Battles,Garissa,North Eastern,Kenya,-0.9075548399551014,39.49312426935865,2,2023-12-26,International Organization,71,9,1,0.5
KEN000984,"Sexual violence reported in Mandera, North Eastern region.",violence,high,Violence against civilians,Mandera,North Eastern,Kenya,3.8600252316468344,41.539441079293226,5,2022-11-30,NGO,58,8,1,0.75
KEN000985,"Peaceful protest reported in Wajir, North Eastern region.",civil_unrest,low,Protests,Wajir,North Eastern,Kenya,1.8906544669564194,40.459476159977484,0,2022-09-17,Government,57,8,0,0.25
KEN000986,"Mob violence reported in Mandera, North Eastern region.",civil_unrest,low,Riots,Mandera,North Eastern,Kenya,3.7465299092291664,42.266983276878655,0,2023-05-09,International Organization,55,8,0,0.25
KEN000987,"Armed clash reported in Mombasa, Coast region.",armed_conflict,medium,Battles,Mombasa,Coast,Kenya,-4.383537082532346,39.18242822372916,3,2024-09-07,International Organization,46,7,1,0.5
KEN000988,"Sexual violence reported in Marsabit, Eastern region.",violence,medium,Violence against civilians,Marsabit,Eastern,Kenya,1.8761152275705517,38.44903093292791,0,2022-12-12,Media,53,7,0,0.5
KEN000989,"Non-state actor overtakes territory reported in Kisumu, Nyanza region.",armed_conflict,medium,Battles,Kisumu,Nyanza,Kenya,0.24113235489193746,34.97970621010764,0,2022-06-22,NGO,70,9,0,0.5
KEN000990,"Violent demonstration reported in Wajir, North Eastern region.",civil_unrest,medium,Riots,Wajir,North Eastern,Kenya,1.6296888236709202,39.88313001993739,1,2021-09-03,International Organization,62,8,1,0.5
KEN000991,"Mob violence reported in Wajir, North Eastern region.",civil_unrest,low,Riots,Wajir,North Eastern,Kenya,1.8161436499956665,40.29681023315706,0,2024-08-12,Government,53,8,0,0.25
KEN000992,"Non-violent transfer of territory reported in Bungoma, Western region.",political,low,Strategic developments,Bungoma,Western,Kenya,0.31954448637612787,34.18049338714487,0,2022-03-23,International Organization,70,9,0,0.25
KEN000993,"Attack reported in Nairobi, Nairobi region.",violence,medium,Violence against civilians,Nairobi,Nairobi,Kenya,-1.73390781604697,36.744622802369435,1,2022-02-21,International Organization,43,6,1,0.5
KEN000994,"Shelling/artillery/missile attack reported in Kapenguria, Rift Valley region.",terrorism,medium,Explosions/Remote violence,Kapenguria,Rift Valley,Kenya,1.6816720011052766,34.87896094023936,1,2022-10-20,NGO,77,8,1,0.5
KEN000995,"Violent demonstration reported in Bungoma, Western region.",civil_unrest,low,Riots,Bungoma,Western,Kenya,0.6072984948046078,34.731558901043556,0,2024-08-13,NGO,58,7,0,0.25
KEN000996,"Air/drone strike reported in Isiolo, Eastern region.",terrorism,medium,Explosions/Remote violence,Isiolo,Eastern,Kenya,0.7078142067229795,37.635973954294435,4,2021-09-25,NGO,52,7,1,0.5
KEN000997,"Air/drone strike reported in Lamu, Coast region.",terrorism,medium,Explosions/Remote violence,Lamu,Coast,Kenya,-1.9475277769429815,40.94785940101976,1,2023-05-12,International Organization,48,7,1,0.5
KEN000998,"Violent demonstration reported in Kisumu, Nyanza region.",civil_unrest,low,Riots,Kisumu,Nyanza,Kenya,0.16086060376304184,34.92605395265939,0,2023-03-05,Government,56,7,0,0.25
KEN000999,"Government regains territory reported in Garissa, North Eastern region.",armed_conflict,medium,Battles,Garissa,North Eastern,Kenya,-0.06099921027245947,39.773832005057635,0,2021-11-19,Media,71,9,0,0.5
KEN001000,"Violent demonstration reported in Bungoma, Western region.",civil_unrest,low,Riots,Bungoma,Western,Kenya,0.9166453165585916,34.31463539844751,0,2025-12-31,Government,58,7,0,0.25
KEN001001,"Excessive force against protesters reported in Isiolo, Eastern region.",civil_unrest,low,Protests,Isiolo,Eastern,Kenya,-0.09326836189330279,38.03645844151531,0,2025-09-03,International Organization,70,9,0,0.25
KEN001002,"Armed clash reported in Mombasa, Coast region.",armed_conflict,medium,Battles,Mombasa,Coast,Kenya,-3.812286180003719,39.83253484446227,0,2023-09-21,NGO,46,7,0,0.5
KEN001003,"Armed clash reported in Isiolo, Eastern region.",armed_conflict,medium,Battles,Isiolo,Eastern,Kenya,-0.07605238181030882,37.908598773744636,0,2023-07-21,Government,47,7,0,0.5
KEN001004,"Violent demonstration reported in Bungoma, Western region.",civil_unrest,low,Riots,Bungoma,Western,Kenya,0.9803748289238192,34.91140260164951,0,2022-01-02,Media,58,7,0,0.25
KEN001005,"Violent demonstration reported in Nairobi, Nairobi region.",civil_unrest,low,Riots,Nairobi,Nairobi,Kenya,-1.6011319778474125,37.281537768211,0,2022-09-18,NGO,58,7,0,0.25
KEN001006,"Abduction/forced disappearance reported in Lodwar, Rift Valley region.",violence,medium,Violence against civilians,Lodwar,Rift Valley,Kenya,2.9799666019801374,35.114468130279,0,2024-07-17,Media,70,8,0,0.5
KEN001007,"Government regains territory reported in Wajir, North Eastern region.",armed_conflict,medium,Battles,Wajir,North Eastern,Kenya,1.3122345014439611,39.99151859616842,4,2023-02-06,Government,69,9,1,0.5
KEN001008,"Abduction/forced disappearance reported in Mombasa, Coast region.",violence,medium,Violence against civilians,Mombasa,Coast,Kenya,-4.5249518042755925,39.89290427514856,1,2021-02-05,International Organization,65,7,1,0.5
KEN001009,"Peaceful protest reported in Isiolo, Eastern region.",civil_unrest,low,Protests,Isiolo,Eastern,Kenya,0.643464719585544,37.336084010961066,0,2022-03-10,International Organization,52,7,0,0.25
KEN001010,"Excessive force against protesters reported in Garissa, North Eastern region.",civil_unrest,low,Protests,Garissa,North Eastern,Kenya,-0.10602597020973747,39.769610322152644,0,2021-09-23,Government,77,10,0,0.25
KEN001011,"Peaceful protest reported in Kapenguria, Rift Valley region.",civil_unrest,low,Protests,Kapenguria,Rift Valley,Kenya,1.4219801734741353,35.19241927667637,0,2024-12-07,International Organization,60,8,0,0.25
KEN001012,"Excessive force against protesters reported in Kapenguria, Rift Valley region.",civil_unrest,low,Protests,Kapenguria,Rift Valley,Kenya,0.8391113490505244,35.28561164772085,0,2021-12-25,Government,78,10,0,0.25
KEN001013,"Remote explosive/landmine/IED reported in Garissa, North Eastern region.",terrorism,medium,Explosions/Remote violence,Garissa,North Eastern,Kenya,-0.05287418987601655,39.2389730288763,1,2024-11-01,Media,72,8,1,0.5
KEN001014,"Suicide bomb reported in Marsabit, Eastern region.",terrorism,medium,Explosions/Remote violence,Marsabit,Eastern,Kenya,2.6548631848564646,37.75719508207651,0,2024-02-20,International Organization,50,7,0,0.5
KEN001015,"Violent demonstration reported in Nairobi, Nairobi region.",civil_unrest,low,Riots,Nairobi,Nairobi,Kenya,-1.5487012396937712,36.39838778705043,0,2024-02-22,Government,58,7,0,0.25
KEN001016,"Protest with intervention reported in Garissa, North Eastern region.",civil_unrest,low,Protests,Garissa,North Eastern,Kenya,-0.7381180172144254,40.13866024848507,0,2023-06-01,Government,68,9,0,0.25
KEN001017,"Excessive force against protesters reported in Garissa, North Eastern region.",civil_unrest,low,Protests,Garissa,North Eastern,Kenya,-0.5644769903849698,39.697742393343155,0,2022-01-01,International Organization,77,10,0,0.25
KEN001018,"Peaceful protest reported in Lodwar, Rift Valley region.",civil_unrest,low,Protests,Lodwar,Rift Valley,Kenya,3.5872581662275165,35.895873311184026,0,2022-12-19,Media,56,8,0,0.25
KEN001019,"Headquarters or base established reported in Kiambu, Central region.",political,low,Strategic developments,Kiambu,Central,Kenya,-1.1573131251207263,37.21528070464979,0,2023-01-31,NGO,68,9,0,0.25
KEN001020,"Change to group/activity reported in Marsabit, Eastern region.",political,low,Strategic developments,Marsabit,Eastern,Kenya,2.568535944984177,38.11760041360074,0,2023-10-31,International Organization,62,8,0,0.25
KEN001021,"Armed clash reported in Mombasa, Coast region.",armed_conflict,medium,Battles,Mombasa,Coast,Kenya,-3.7870223211595873,39.27877918706866,1,2025-10-21,Media,46,7,1,0.5
KEN001022,"Suicide bomb reported in Wajir, North Eastern region.",terrorism,medium,Explosions/Remote violence,Wajir,North Eastern,Kenya,1.5999441183735001,40.20263081282952,1,2025-01-21,NGO,53,8,1,0.5
KEN001023,"Attack reported in Mandera, North Eastern region.",violence,medium,Violence against civilians,Mandera,North Eastern,Kenya,4.3816505533946035,41.91520377279215,1,2022-02-08,Media,49,7,1,0.5
KEN001024,"Sexual violence reported in Mandera, North Eastern region.",violence,medium,Violence against civilians,Mandera,North Eastern,Kenya,3.9269504410556606,41.68388555217227,1,2024-04-22,NGO,58,8,1,0.5
KEN001025,"Attack reported in Kiambu, Central region.",violence,medium,Violence against civilians,Kiambu,Central,Kenya,-1.483253072790591,37.22360884600264,0,2025-10-11,Government,42,6,0,0.5
KEN001026,"Armed clash reported in Mombasa, Coast region.",armed_conflict,medium,Battles,Mombasa,Coast,Kenya,-3.97161741173389,39.47376306102143,0,2023-08-24,Government,46,7,0,0.5
KEN001027,"Excessive force against protesters reported in Kapenguria, Rift Valley region.",civil_unrest,low,Protests,Kapenguria,Rift Valley,Kenya,1.2672521225512359,35.573367459051006,0,2021-07-04,Government,78,10,0,0.25
KEN001028,"Protest with intervention reported in Lodwar, Rift Valley region.",civil_unrest,low,Protests,Lodwar,Rift Valley,Kenya,3.541775828524241,35.22624769398923,0,2023-01-18,NGO,65,9,0,0.25
KEN001029,"Air/drone strike reported in Kiambu, Central region.",terrorism,medium,Explosions/Remote violence,Kiambu,Central,Kenya,-1.4324134122443235,36.54211316492978,0,2024-06-29,NGO,52,7,0,0.5
KEN001030,"Sexual violence reported in Kisumu, Nyanza region.",violence,medium,Violence against civilians,Kisumu,Nyanza,Kenya,-0.4866433011636612,34.33306701388938,1,2025-03-05,Media,50,7,1,0.5
KEN001031,"Remote explosive/landmine/IED reported in Kabarnet, Rift Valley region.",terrorism,medium,Explosions/Remote violence,Kabarnet,Rift Valley,Kenya,0.6155259472972642,35.72479983801234,0,2023-06-03,Media,71,8,0,0.5
KEN001032,"Protest with intervention reported in Lamu, Coast region.",civil_unrest,low,Protests,Lamu,Coast,Kenya,-2.1881818342198534,40.475963187270956,0,2022-10-02,International Organization,57,8,0,0.25
KEN001033,"Change to group/activity reported in Kisumu, Nyanza region.",political,low,Strategic developments,Kisumu,Nyanza,Kenya,0.19294072251152233,35.043445858815275,0,2023-04-09,Media,59,8,0,0.25
KEN001034,"Armed clash reported in Kabarnet, Rift Valley region.",armed_conflict,medium,Battles,Kabarnet,Rift Valley,Kenya,0.8973894774913257,35.27999328891077,0,2023-12-09,Government,53,8,0,0.5
KEN001035,"Abduction/forced disappearance reported in Garissa, North Eastern region.",violence,medium,Violence against civilians,Garissa,North Eastern,Kenya,-0.6713714038818889,39.953004830752796,0,2022-01-28,International Organization,73,8,0,0.5
KEN001036,"Protest with intervention reported in Garissa, North Eastern region.",civil_unrest,low,Protests,Garissa,North Eastern,Kenya,-0.692472855566923,39.47495695099898,0,2022-08-01,Media,68,9,0,0.25
KEN001037,"Non-state actor overtakes territory reported in Lodwar, Rift Valley region.",armed_conflict,medium,Battles,Lodwar,Rift Valley,Kenya,2.7674853782174775,35.733040355131884,1,2022-06-27,International Organization,75,10,1,0.5
KEN001038,"Violent demonstration reported in Kabarnet, Rift Valley region.",civil_unrest,low,Riots,Kabarnet,Rift Valley,Kenya,0.2606274694647909,35.89515987599462,0,2025-02-17,International Organization,63,8,0,0.25
KEN001039,"Government regains territory reported in Mandera, North Eastern region.",armed_conflict,medium,Battles,Mandera,North Eastern,Kenya,3.847093114541342,41.559529915438134,1,2024-09-07,Media,71,9,1,0.5
KEN001040,"Violent demonstration reported in Lamu, Coast region.",civil_unrest,low,Riots,Lamu,Coast,Kenya,-2.060020874935001,41.02543179344336,0,2025-01-11,International Organization,53,7,0,0.25
KEN001041,"Sexual violence reported in Mombasa, Coast region.",violence,medium,Violence against civilians,Mombasa,Coast,Kenya,-4.482937156587367,40.05502066734352,1,2021-12-06,International Organization,50,7,1,0.5
KEN001042,"Sexual violence reported in Wajir, North Eastern region.",violence,medium,Violence against civilians,Wajir,North Eastern,Kenya,2.191357039645651,40.074586767767926,0,2021-11-10,International Organization,56,8,0,0.5
KEN001043,"Armed clash reported in Bungoma, Western region.",armed_conflict,medium,Battles,Bungoma,Western,Kenya,0.07184973751376966,34.17095505655788,0,2022-06-13,Media,48,7,0,0.5
KEN001044,"Suicide bomb reported in Isiolo, Eastern region.",terrorism,medium,Explosions/Remote violence,Isiolo,Eastern,Kenya,0.1608536291004431,38.05749405143005,2,2023-11-25,International Organization,48,7,1,0.5
KEN001045,"Violent demonstration reported in Nairobi, Nairobi region.",civil_unrest,low,Riots,Nairobi,Nairobi,Kenya,-1.7807478951588154,37.30919700901485,0,2021-04-16,Media,58,7,0,0.25
KEN001046,"Sexual violence reported in Isiolo, Eastern region.",violence,medium,Violence against civilians,Isiolo,Eastern,Kenya,0.8487707895983327,38.07701302930377,1,2022-09-02,NGO,51,7,1,0.5
KEN001047,"Sexual violence reported in Mombasa, Coast region.",violence,medium,Violence against civilians,Mombasa,Coast,Kenya,-4.321504954981024,39.51106873952742,2,2025-09-26,International Organization,50,7,1,0.5
KEN001048,"Attack reported in Mandera, North Eastern region.",violence,medium,Violence against civilians,Mandera,North Eastern,Kenya,3.567224483076591,41.609235660075804,0,2021-09-30,Government,49,7,0,0.5
KEN001049,"Mob violence reported in Lodwar, Rift Valley region.",civil_unrest,low,Riots,Lodwar,Rift Valley,Kenya,3.207788974336016,35.87539561435321,0,2022-07-19,NGO,52,8,0,0.25
KEN001050,"Change to group/activity reported in Wajir, North Eastern region.",political,low,Strategic developments,Wajir,North Eastern,Kenya,1.561341520499505,40.53082655183725,0,2022-05-29,International Organization,65,9,0,0.25
KEN001051,"Peaceful protest reported in Marsabit, Eastern region.",civil_unrest,low,Protests,Marsabit,Eastern,Kenya,2.656434324851857,38.1973547917329,0,2025-05-22,Government,54,7,0,0.25
KEN001052,"Mob violence reported in Lamu, Coast region.",civil_unrest,low,Riots,Lamu,Coast,Kenya,-2.294439825481875,40.86986273736078,0,2026-01-26,Government,44,7,0,0.25
KEN001053,"Attack reported in Garissa, North Eastern region.",violence,high,Violence against civilians,Garissa,North Eastern,Kenya,-0.9534422554219433,39.858337994981284,6,2025-03-10,Media,49,7,1,0.75
KEN001054,"Peaceful protest reported in Kiambu, Central region.",civil_unrest,low,Protests,Kiambu,Central,Kenya,-1.2108726688636238,36.816220733616646,0,2025-03-30,Media,52,7,0,0.25
KEN001055,"Excessive force against protesters reported in Lamu, Coast region.",civil_unrest,low,Protests,Lamu,Coast,Kenya,-1.9886377976112208,40.87987730565306,0,2023-10-29,Government,66,9,0,0.25
KEN001056,"Change to group/activity reported in Mandera, North Eastern region.",political,low,Strategic developments,Mandera,North Eastern,Kenya,4.434384387820065,41.61168618812327,0,2023-04-17,Government,67,9,0,0.25
KEN001057,"Non-state actor overtakes territory reported in Kapenguria, Rift Valley region.",armed_conflict,medium,Battles,Kapenguria,Rift Valley,Kenya,1.3325132165693838,35.12990233639658,1,2021-09-09,Media,79,10,1,0.5
KEN001058,"Protest with intervention reported in Wajir, North Eastern region.",civil_unrest,low,Protests,Wajir,North Eastern,Kenya,1.5248156392405727,39.74518995027251,0,2022-11-03,International Organization,66,9,0,0.25
KEN001059,"Attack reported in Bungoma, Western region.",violence,medium,Violence against civilians,Bungoma,Western,Kenya,0.11279199902380443,34.75495588899527,3,2022-07-04,Media,43,6,1,0.5
KEN001060,"Sexual violence reported in Mandera, North Eastern region.",violence,medium,Violence against civilians,Mandera,North Eastern,Kenya,3.889614750380188,42.24475834219273,1,2024-07-22,NGO,58,8,1,0.5
KEN001061,"Suicide bomb reported in Bungoma, Western region.",terrorism,medium,Explosions/Remote violence,Bungoma,Western,Kenya,0.49458204648349047,34.46193594309943,4,2023-10-01,NGO,49,7,1,0.5
KEN001062,"Remote explosive/landmine/IED reported in Lodwar, Rift Valley region.",terrorism,medium,Explosions/Remote violence,Lodwar,Rift Valley,Kenya,2.8947858969027003,35.27222429236612,0,2021-02-11,International Organization,69,8,0,0.5
KEN001063,"Excessive force against protesters reported in Mombasa, Coast region.",civil_unrest,low,Protests,Mombasa,Coast,Kenya,-3.6049111418227033,39.485145288635586,0,2025-08-16,Media,69,9,0,0.25
KEN001064,"Air/drone strike reported in Garissa, North Eastern region.",terrorism,high,Explosions/Remote violence,Garissa,North Eastern,Kenya,-0.5046445625217625,40.119348278701985,5,2024-05-14,International Organization,59,8,1,0.75
KEN001065,"Protest with intervention reported in Mombasa, Coast region.",civil_unrest,low,Protests,Mombasa,Coast,Kenya,-4.472685298614236,39.56841909553881,0,2023-06-04,Government,60,8,0,0.25
KEN001066,"Violent demonstration reported in Wajir, North Eastern region.",civil_unrest,medium,Riots,Wajir,North Eastern,Kenya,1.5563688787921897,40.05969852784354,3,2024-08-05,NGO,62,8,1,0.5
KEN001067,"Mob violence reported in Lodwar, Rift Valley region.",civil_unrest,low,Riots,Lodwar,Rift Valley,Kenya,3.242607809956222,35.45471676494243,0,2023-09-01,Media,52,8,0,0.25
KEN001068,"Sexual violence reported in Kapenguria, Rift Valley region.",violence,medium,Violence against civilians,Kapenguria,Rift Valley,Kenya,1.068715808856361,35.26226556049544,2,2021-06-22,NGO,59,8,1,0.5
KEN001069,"Mob violence reported in Mandera, North Eastern region.",civil_unrest,low,Riots,Mandera,North Eastern,Kenya,3.6449269177280414,41.49238122867648,0,2024-03-19,Media,55,8,0,0.25
KEN001070,"Violent demonstration reported in Wajir, North Eastern region.",civil_unrest,low,Riots,Wajir,North Eastern,Kenya,1.396195678671434,40.51511932381326,0,2024-07-09,Government,62,8,0,0.25
KEN001071,"Violent demonstration reported in Lodwar, Rift Valley region.",civil_unrest,low,Riots,Lodwar,Rift Valley,Kenya,2.9657404319631926,35.29851412542411,0,2025-03-22,Media,61,8,0,0.25
KEN001072,"Violent demonstration reported in Mandera, North Eastern region.",civil_unrest,low,Riots,Mandera,North Eastern,Kenya,3.761278956337801,42.10751893961786,0,2021-08-20,Government,64,8,0,0.25
KEN001073,"Government regains territory reported in Lamu, Coast region.",armed_conflict,medium,Battles,Lamu,Coast,Kenya,-2.081643930772209,40.691282424441965,0,2022-09-01,NGO,60,8,0,0.5
KEN001074,"Protest with intervention reported in Kabarnet, Rift Valley region.",civil_unrest,low,Protests,Kabarnet,Rift Valley,Kenya,0.22837371736630652,35.588520200176795,0,2025-07-01,Media,67,9,0,0.25
KEN001075,"Abduction/forced disappearance reported in Lamu, Coast region.",violence,medium,Violence against civilians,Lamu,Coast,Kenya,-2.542156237896108,40.9812678295752,2,2024-02-16,Government,62,7,1,0.5
KEN001076,"Non-state actor overtakes territory reported in Bungoma, Western region.",armed_conflict,medium,Battles,Bungoma,Western,Kenya,0.8263554778963716,34.66857116759817,1,2023-05-18,Media,72,9,1,0.5
KEN001077,"Violent demonstration reported in Kisumu, Nyanza region.",civil_unrest,low,Riots,Kisumu,Nyanza,Kenya,0.35532722781084664,35.04043815692516,0,2024-05-03,International Organization,56,7,0,0.25
KEN001078,"Abduction/forced disappearance reported in Lodwar, Rift Valley region.",violence,medium,Violence against civilians,Lodwar,Rift Valley,Kenya,3.4017550110555796,35.93553490765374,0,2022-07-11,International Organization,70,8,0,0.5
KEN001079,"Peaceful protest reported in Wajir, North Eastern region.",civil_unrest,low,Protests,Wajir,North Eastern,Kenya,1.6093929983164863,39.9223512775418,0,2025-06-15,NGO,57,8,0,0.25
KEN001080,"Armed clash reported in Isiolo, Eastern region.",armed_conflict,medium,Battles,Isiolo,Eastern,Kenya,0.37415175606897777,37.686047365181274,0,2021-11-24,Media,47,7,0,0.5
KEN001081,"Agreement reported in Kisumu, Nyanza region.",political,low,Strategic developments,Kisumu,Nyanza,Kenya,-0.3456795726741921,34.315030068206745,0,2025-07-06,Government,44,6,0,0.25
KEN001082,"Attack reported in Marsabit, Eastern region.",violence,medium,Violence against civilians,Marsabit,Eastern,Kenya,1.9589534871773608,38.252586170454606,0,2024-02-14,NGO,44,6,0,0.5
KEN001083,"Violent demonstration reported in Lamu, Coast region.",civil_unrest,medium,Riots,Lamu,Coast,Kenya,-1.9066559084190091,40.89371257349007,1,2022-08-20,Government,53,7,1,0.5
KEN001084,"Violent demonstration reported in Nairobi, Nairobi region.",civil_unrest,low,Riots,Nairobi,Nairobi,Kenya,-1.3009041088341275,36.65267661056087,0,2025-04-05,Media,58,7,0,0.25
KEN001085,"Government regains territory reported in Isiolo, Eastern region.",armed_conflict,medium,Battles,Isiolo,Eastern,Kenya,0.7538291931628301,37.41591484847579,0,2023-09-30,Media,64,8,0,0.5
KEN001086,"Government regains territory reported in Nairobi, Nairobi region.",armed_conflict,medium,Battles,Nairobi,Nairobi,Kenya,-1.681892437357276,36.52661981680028,2,2021-09-24,International Organization,65,8,1,0.5
KEN001087,"Mob violence reported in Wajir, North Eastern region.",civil_unrest,low,Riots,Wajir,North Eastern,Kenya,1.8082101087684008,40.090808586134514,0,2022-04-08,Media,53,8,0,0.25
KEN001088,"Government regains territory reported in Mombasa, Coast region.",armed_conflict,medium,Battles,Mombasa,Coast,Kenya,-3.8951269242819384,39.73802547733213,0,2025-05-16,Media,63,8,0,0.5
KEN001089,"Violent demonstration reported in Kapenguria, Rift Valley region.",civil_unrest,low,Riots,Kapenguria,Rift Valley,Kenya,1.12806461651348,35.0997134818076,0,2024-04-16,Media,65,8,0,0.25
